term_id,canonical_term,category,subcategory,definition,mechanical_role,typical_value_unit,design_notes,scope,added,search_tags
WG-0134,Line of Fire,Targeting & visibility,Visibility,A visibility line used specifically for attacks or reactions.,Gates attacks/reactions,binary/geometric,Often equivalent to LOS but some systems distinguish the terms.,Generic / cross-system,2026-09-23,line of fire lof; fire line targeting & visibility visibility
WG-0135,Visible,Targeting & visibility,Visibility,A target satisfies the game's visibility requirement.,Target eligibility,boolean,,Generic / cross-system,2026-09-23,visible in sight; can see targeting & visibility visibility
WG-0136,Hidden,Targeting & visibility,Visibility state,A model or element is not normally targetable or identifiable until revealed.,Information/targeting state,state,,Generic / cross-system,2026-09-23,hidden concealed; hidden state targeting & visibility visibility state
WG-0137,Camouflaged,Targeting & visibility,Visibility state,A model is represented or treated as concealed with special targeting restrictions.,Stealth/hidden-information mechanic,state/marker,,Generic / cross-system,2026-09-23,camouflaged camouflage; camo state targeting & visibility visibility state
WG-0138,Concealed,Targeting & visibility,Visibility modifier,A target is harder to hit or see without being fully hidden.,Defensive visibility modifier,modifier/state,,Generic / cross-system,2026-09-23,concealed concealment; obscured targeting & visibility visibility modifier
WG-0139,Obscured,Targeting & visibility,Visibility modifier,Terrain or effects reduce or block clear visibility to a target.,Visibility/defence modifier,boolean/modifier,,Generic/common,2026-09-23,obscured obscuring; blocked visibility targeting & visibility visibility modifier
WG-0140,Cover,Targeting & visibility,Cover,Terrain protects a target by making attacks less accurate or improving defence.,Defensive terrain rule,modifier/state,"Cover can modify hit, save, defence dice or damage depending on system.",Generic / cross-system,2026-09-23,cover benefit of cover; partial cover targeting & visibility cover
WG-0141,Partial Cover,Targeting & visibility,Cover,"Only part of the target is protected or obscured, granting a reduced cover benefit.",Defensive terrain rule,modifier,,Generic / cross-system,2026-09-23,partial cover light cover; partial concealment targeting & visibility cover
WG-0142,Heavy Cover,Targeting & visibility,Cover,A stronger grade of cover providing more protection than light/partial cover.,Tiered defence,modifier,,Generic/common,2026-09-23,heavy cover hard cover; strong cover targeting & visibility cover
WG-0143,Ignore Cover,Targeting & visibility,Cover interaction,An attack ignores some or all defensive benefits provided by cover.,Counters terrain defence,trait,,Generic / cross-system,2026-09-23,ignore cover ignores cover targeting & visibility cover interaction
WG-0144,Targeting restriction,Targeting & visibility,Target legality,A rule limiting which objects an action or attack may select.,Filters targets,keyword/range/state,"Typical restrictions: enemy, friendly, non-leader, keyword, wounded, visible.",Generic / cross-system,2026-09-23,targeting restriction target condition; legal target targeting & visibility target legality
WG-0145,Closest target,Targeting & visibility,Target priority,A restriction or preference requiring selection of the nearest legal target.,Constrains target choice,distance,,Generic/common,2026-09-23,closest target nearest enemy; nearest model targeting & visibility target priority
WG-0146,Target priority,Targeting & visibility,Target priority,Rules determining which targets must or may be selected before others.,Constrains targeting,ordered criteria,,Generic design term,2026-09-23,target priority priority target; threat priority targeting & visibility target priority
WG-0147,Lock-on,Targeting & visibility,Targeting aid,A rule or resource that improves attacks against designated targets or bypasses penalties.,Accuracy/support mechanic,token/trait/modifier,,Generic/common,2026-09-23,lock-on target lock; lock on targeting & visibility targeting aid
WG-0148,Aim,Targeting & visibility,Accuracy action,Spend an action or resource to improve a later attack.,Converts tempo into accuracy,token/reroll/modifier,,Generic / cross-system,2026-09-23,aim aim action; aim token; aimed shot targeting & visibility accuracy action
WG-0149,Observation,Targeting & visibility,Target acquisition,A state or token representing a target being spotted for later attacks.,Supports indirect/accurate fire,token/state,,Generic/common,2026-09-23,observation spot; observe; spotter targeting & visibility target acquisition
WG-0150,Spotter,Targeting & visibility,Support role,A model or rule that enables or improves attacks by another weapon/unit.,Indirect-fire support,unit/ability,,Generic/common,2026-09-23,spotter observer; forward observer targeting & visibility support role
WG-0151,Indirect Fire,Targeting & visibility,Indirect attack,"An attack that can target without normal direct visibility, usually with penalties or spotter rules.",Bypasses LOS,weapon trait,,Generic / cross-system,2026-09-23,indirect fire indirect; indirect attack targeting & visibility indirect attack
WG-0152,Speculative Attack,Targeting & visibility,Indirect attack,"An attack made without normal direct targeting information, usually at reduced accuracy.",Bypasses target information,modifier,,"System-specific label, generic concept",2026-09-23,speculative attack blind fire; indirect guess shot targeting & visibility indirect attack
WG-0153,Arc,Targeting & visibility,Area geometry,"An angular region used to define targeting, movement or scenario effects.",Angular spatial control,degrees,,Generic / cross-system,2026-09-23,arc field of fire; sector targeting & visibility area geometry
WG-0154,Attack,Combat & weapons,Attack,"An offensive action intended to hit, damage or otherwise affect a target.",Core combat action,,,Generic / cross-system,2026-09-23,attack strike; offensive action combat & weapons attack
WG-0155,Melee attack,Combat & weapons,Attack type,An attack made at close-combat distance.,Close combat resolution,,,Generic / cross-system,2026-09-23,melee attack combat attack; close-combat attack combat & weapons attack type
WG-0156,Ranged attack,Combat & weapons,Attack type,An attack made across a distance using a ranged weapon or effect.,Distance combat resolution,,,Generic / cross-system,2026-09-23,ranged attack shooting attack; missile attack combat & weapons attack type
WG-0157,Shoot,Combat & weapons,Attack action,Make one or more ranged attacks with eligible weapons.,Ranged combat action,,,Generic / cross-system,2026-09-23,shoot fire; shooting action combat & weapons attack action
WG-0158,Fire,Combat & weapons,Attack action,"Use a ranged weapon, often as a dedicated no-move order.",Ranged combat action,,,Generic / cross-system,2026-09-23,fire shoot; fire order combat & weapons attack action
WG-0159,Fight,Combat & weapons,Attack action,Resolve close-combat attacks for a model or unit.,Melee combat action,,,Generic / cross-system,2026-09-23,fight melee; combat combat & weapons attack action
WG-0160,Attack pool,Combat & weapons,Attack dice,The collection of dice assembled for one attack before rolling.,Structures multi-die attack,dice pool,,Generic / cross-system,2026-09-23,attack pool dice pool; weapon pool combat & weapons attack dice
WG-0161,Defence pool,Combat & weapons,Defence dice,The collection of dice rolled to resist an attack.,Structures defence roll,dice pool,,Generic / cross-system,2026-09-23,defence pool defense dice pool combat & weapons defence dice
